GENDER,RACE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,AGE_continuous,DRIVING_EXPERIENCE_continuous,OUTCOME
female,majority,high school,upper class,,1,after 2015,1,0,10238,11000,sports car,0,0,0,41,5,0
female,majority,university,upper class,0.587295922,1,before 2015,1,1,32765,13000,sedan,0,0,0,37,16,0
male,majority,university,upper class,0.508545698,1,after 2015,1,1,10238,10000,sedan,0,0,0,30,4,1
female,minority,none,working class,0.344871204,0,before 2015,0,1,10238,13000,sedan,0,0,0,41,1,1
female,majority,university,upper class,0.534248147,1,before 2015,1,1,10238,10000,sedan,0,0,0,66,0,0
male,majority,university,upper class,,0,after 2015,1,1,32765,11000,sedan,5,0,0,60,27,0
female,majority,university,upper class,,1,after 2015,1,1,10238,10000,sedan,4,0,11,70,30,0
female,minority,high school,working class,,1,before 2015,0,1,21217,15000,sedan,0,1,0,54,20,1
female,majority,university,upper class,0.682265262,1,before 2015,0,1,10238,11000,sedan,3,0,6,77,40,0
female,majority,high school,working class,,1,before 2015,0,1,10238,,sedan,0,0,0,31,12,0
female,majority,high school,poverty,0.301594648,1,before 2015,0,0,10238,15000,sedan,0,0,0,19,1,0
female,majority,university,upper class,0.620408689,1,before 2015,1,1,10238,9000,sedan,1,0,2,48,23,0
female,majority,university,upper class,0.637534569,0,after 2015,0,1,21217,14000,sedan,0,0,0,50,19,1
female,majority,none,poverty,0.27574613,0,before 2015,0,0,32765,13000,sedan,0,0,0,22,8,1
male,majority,none,poverty,0.473088768,0,before 2015,0,0,10238,13000,sedan,0,0,0,25,2,1
male,majority,high school,middle class,0.504634369,0,before 2015,0,1,32765,,sedan,4,1,1,29,11,1
female,majority,high school,middle class,0.440936318,0,before 2015,1,1,10238,10000,sedan,0,0,0,25,5,1
female,majority,high school,working class,,1,before 2015,0,0,10238,13000,sedan,0,0,0,25,7,1
female,majority,high school,upper class,0.692419783,1,before 2015,1,0,10238,14000,sedan,1,1,0,80,37,0
male,majority,high school,middle class,0.708771641,1,after 2015,1,1,10238,13000,sedan,1,0,4,43,25,0
male,minority,university,working class,0.431011869,0,before 2015,1,1,32765,8000,sedan,0,0,0,16,5,1
male,majority,none,working class,0.429687281,1,before 2015,1,1,10238,10000,sedan,0,0,0,50,6,0
male,majority,university,upper class,0.591209089,1,before 2015,1,1,32765,7000,sedan,6,1,2,49,21,1
female,majority,university,upper class,0.704691299,1,after 2015,0,1,10238,14000,sedan,0,0,0,62,23,0
female,majority,university,upper class,0.765838322,1,before 2015,1,1,10238,14000,sports car,1,0,2,53,20,0
male,majority,none,poverty,0.300208167,1,before 2015,1,1,10238,5000,sedan,3,0,5,32,14,0
female,majority,high school,working class,0.568904272,1,before 2015,0,0,32765,14000,sedan,0,0,0,16,1,1
male,majority,none,upper class,0.667568217,1,after 2015,0,1,10238,11000,sedan,3,0,6,44,21,0
male,majority,university,upper class,0.583768663,1,before 2015,0,0,32765,9000,sedan,5,0,1,76,18,1
female,minority,high school,middle class,0.587737348,1,after 2015,0,1,32765,9000,sedan,0,0,0,68,2,0
male,majority,university,working class,0.399228753,0,before 2015,0,1,10238,15000,sedan,0,0,3,36,14,1
male,majority,high school,middle class,0.661805501,1,before 2015,0,1,10238,14000,sedan,1,0,0,38,15,0
male,majority,university,working class,0.327697299,1,before 2015,0,0,32765,13000,sedan,1,0,0,28,15,1
male,majority,high school,middle class,0.367799726,0,after 2015,1,1,10238,13000,sedan,2,0,5,59,25,0
female,majority,high school,middle class,0.539488467,1,before 2015,1,1,10238,8000,sedan,0,0,2,36,11,0
male,majority,university,upper class,0.703516416,0,after 2015,1,1,92101,9000,sedan,3,0,1,33,14,0
male,majority,university,upper class,0.5360414,1,before 2015,0,1,32765,7000,sedan,0,0,0,48,4,1
female,majority,high school,upper class,0.544893111,1,before 2015,1,1,32765,9000,sedan,7,2,2,79,30,0
male,majority,high school,upper class,0.649836556,1,before 2015,0,1,10238,10000,sedan,1,2,4,43,26,0
female,majority,university,working class,0.294776652,0,before 2015,1,1,32765,11000,sedan,0,0,0,37,1,1
male,majority,none,working class,0.309271955,1,before 2015,0,0,10238,12000,sedan,0,0,0,19,6,1
male,majority,high school,upper class,0.666328104,0,before 2015,0,1,10238,11000,sedan,6,0,4,78,39,0
female,majority,university,upper class,0.633817535,1,before 2015,1,1,10238,7000,sedan,0,0,0,19,6,1
female,majority,none,middle class,0.565155358,1,before 2015,1,0,10238,13000,sedan,1,0,0,58,28,0
male,majority,university,poverty,0.340617418,0,before 2015,0,0,10238,13000,sedan,0,0,1,39,15,1
female,majority,high school,middle class,0.529290869,1,before 2015,0,1,10238,7000,sedan,0,0,0,51,1,1
female,majority,none,upper class,0.493515064,1,after 2015,1,1,10238,7000,sedan,1,1,3,67,31,0
female,minority,high school,middle class,,1,before 2015,1,1,92101,13000,sedan,1,1,2,67,31,0
male,minority,none,upper class,0.547742609,1,after 2015,1,1,10238,10000,sports car,0,0,0,65,0,0
female,majority,high school,working class,0.517893813,0,before 2015,0,1,32765,7000,sedan,0,0,0,32,4,1
male,majority,university,upper class,0.518380567,1,after 2015,1,0,32765,12000,sedan,0,0,0,62,3,0
female,majority,none,poverty,0.372425511,0,before 2015,0,0,10238,15000,sedan,0,0,0,16,5,1
female,majority,university,upper class,0.681268761,1,after 2015,0,0,10238,15000,sedan,1,1,1,60,22,0
female,majority,university,upper class,,1,after 2015,1,1,21217,13000,sedan,3,0,1,72,13,1
female,majority,high school,upper class,0.630987783,0,after 2015,0,0,32765,12000,sedan,0,0,0,20,9,1
male,majority,high school,middle class,0.444347624,1,before 2015,1,1,10238,10000,sedan,0,0,0,52,6,1
male,majority,university,upper class,0.325633143,1,before 2015,0,1,32765,15000,sedan,3,1,0,77,31,0
female,majority,university,upper class,0.638014854,1,before 2015,1,1,92101,11000,sedan,3,0,1,46,27,0
female,minority,high school,upper class,0.709428909,0,before 2015,1,1,10238,12000,sedan,0,0,0,75,15,0
female,majority,none,middle class,0.664018754,1,before 2015,0,1,10238,,sedan,1,0,1,49,27,0
male,majority,university,working class,0.399326871,0,before 2015,0,0,10238,15000,sedan,0,0,0,18,7,1
male,majority,none,working class,0.485230365,0,before 2015,0,1,10238,15000,sedan,0,0,0,39,4,1
female,majority,high school,working class,0.539531826,0,before 2015,0,1,10238,10000,sedan,1,0,0,38,17,0
female,majority,university,working class,0.311458236,0,before 2015,0,0,32765,16000,sedan,0,0,0,21,4,1
female,majority,high school,upper class,0.676447089,1,after 2015,0,1,10238,11000,sedan,0,0,0,77,16,0
male,majority,university,middle class,,1,before 2015,1,1,10238,12000,sedan,0,0,0,37,8,0
male,minority,university,upper class,0.428163046,1,after 2015,1,1,10238,,sedan,3,0,4,47,20,0
male,majority,high school,middle class,0.498356626,1,after 2015,0,1,10238,12000,sedan,0,0,0,40,5,0
female,majority,none,working class,0.511212638,0,after 2015,0,1,10238,15000,sedan,0,0,0,28,17,0
male,majority,university,upper class,0.73799482,1,after 2015,1,0,10238,17000,sedan,0,0,0,66,2,0
male,majority,university,middle class,0.49283175,1,before 2015,0,1,10238,10000,sedan,0,0,0,28,13,0
female,majority,high school,upper class,0.743291796,1,after 2015,0,0,32765,15000,sedan,0,1,1,38,10,0
male,majority,none,poverty,,0,before 2015,0,0,32765,13000,sedan,0,0,0,18,9,1
male,minority,university,working class,0.485273739,1,before 2015,0,1,10238,16000,sedan,0,0,0,39,19,1
female,majority,high school,upper class,0.69211252,1,before 2015,1,1,10238,13000,sedan,0,0,0,76,11,0
female,majority,university,middle class,0.72549125,1,before 2015,1,1,10238,12000,sedan,0,2,0,26,14,0
male,majority,university,poverty,0.228774066,0,before 2015,0,0,10238,16000,sedan,0,0,0,23,8,1
male,majority,university,upper class,0.708160464,1,after 2015,1,1,10238,11000,sedan,0,0,0,62,17,0
female,majority,university,upper class,0.661076268,1,after 2015,1,1,10238,9000,sedan,7,0,3,72,34,0
male,majority,university,poverty,0.325220484,0,before 2015,1,1,10238,,sedan,2,0,1,37,11,0
male,majority,high school,upper class,0.556515739,1,before 2015,1,1,10238,9000,sports car,0,0,0,50,9,1
male,majority,university,upper class,0.67335858,1,after 2015,1,1,10238,15000,sedan,2,0,2,59,28,0
female,majority,high school,working class,0.525059111,0,before 2015,1,1,10238,10000,sedan,0,0,1,61,28,0
female,majority,high school,upper class,0.799114246,1,after 2015,1,1,32765,5000,sedan,0,0,0,27,8,0
female,majority,high school,poverty,0.455629081,1,after 2015,0,0,10238,17000,sedan,0,0,0,24,7,0
male,majority,university,upper class,0.602763096,1,before 2015,0,1,32765,10000,sedan,8,0,3,47,23,0
male,majority,university,upper class,0.501623116,1,before 2015,1,1,10238,14000,sedan,0,0,0,77,6,1
male,majority,high school,working class,0.29377348,1,after 2015,1,0,10238,15000,sedan,0,0,0,23,8,0
male,majority,high school,middle class,0.479406922,0,before 2015,0,1,21217,10000,sedan,0,0,0,32,8,1
male,majority,high school,working class,0.688896033,1,before 2015,0,0,10238,,sedan,3,1,1,29,19,0
male,majority,university,middle class,0.491037269,1,before 2015,0,1,10238,12000,sedan,0,0,0,76,3,1
male,majority,high school,middle class,0.568797427,0,before 2015,1,0,32765,12000,sedan,0,0,0,16,6,1
female,minority,none,poverty,0.298815723,0,before 2015,1,1,10238,11000,sedan,0,0,0,21,1,1
male,majority,high school,middle class,,1,before 2015,0,1,10238,9000,sedan,0,0,0,63,9,1
female,majority,high school,upper class,0.673868321,1,before 2015,1,1,10238,11000,sedan,4,0,4,68,35,0
female,minority,none,upper class,0.640859804,1,before 2015,1,1,10238,13000,sedan,0,0,0,75,5,0
female,majority,university,upper class,0.611905504,1,before 2015,1,1,10238,13000,sedan,1,0,3,68,27,0
male,majority,university,upper class,,1,before 2015,0,0,32765,12000,sedan,0,0,0,27,6,1
male,majority,high school,upper class,0.596491452,1,after 2015,1,1,10238,11000,sedan,0,1,2,65,24,0
male,minority,none,middle class,0.631738698,0,before 2015,0,1,10238,14000,sedan,1,0,3,44,16,0
male,majority,none,poverty,0.293431543,0,before 2015,0,0,10238,16000,sedan,0,0,0,16,4,1
male,majority,university,upper class,0.5238139,1,after 2015,0,0,10238,18000,sedan,1,0,1,33,17,0
female,majority,high school,upper class,0.587816428,0,after 2015,1,1,10238,10000,sedan,1,0,1,37,11,0
female,majority,university,upper class,0.663773889,0,before 2015,1,1,10238,11000,sedan,0,0,0,47,4,0
male,majority,university,upper class,,0,after 2015,1,1,10238,,sedan,0,0,0,57,3,0
female,majority,high school,poverty,0.416159715,0,before 2015,0,0,10238,15000,sedan,0,0,0,22,6,1
male,majority,none,poverty,,0,before 2015,0,1,32765,14000,sedan,8,0,2,63,24,0
male,majority,high school,poverty,0.395844779,0,before 2015,0,0,10238,19000,sedan,0,0,0,16,8,0
male,majority,high school,working class,0.324743831,1,before 2015,1,1,10238,10000,sedan,4,0,3,51,26,0
female,majority,none,upper class,0.702460095,1,after 2015,0,0,10238,14000,sports car,1,0,1,74,37,0
female,majority,high school,working class,0.566843892,1,before 2015,0,0,32765,16000,sedan,0,0,0,25,0,1
male,majority,high school,poverty,0.321132416,1,before 2015,1,1,10238,12000,sedan,0,0,0,46,1,0
male,majority,university,upper class,0.616109811,0,before 2015,0,1,10238,14000,sedan,0,0,0,16,2,1
male,majority,university,middle class,0.700976866,1,before 2015,0,1,10238,11000,sedan,4,0,4,64,23,0
female,majority,university,upper class,0.678161055,1,after 2015,1,1,32765,6000,sedan,6,0,1,56,24,0
female,majority,high school,middle class,0.582434902,0,before 2015,1,1,92101,10000,sedan,1,0,0,60,25,0
male,minority,university,upper class,,1,before 2015,1,1,32765,8000,sedan,11,0,3,73,32,0
male,minority,high school,upper class,0.703482237,1,after 2015,1,1,32765,8000,sedan,0,0,0,60,1,0
male,majority,high school,working class,0.548349923,1,before 2015,0,1,10238,13000,sedan,1,1,1,36,15,0
male,majority,high school,poverty,,0,before 2015,0,0,10238,11000,sedan,0,0,0,20,4,1
female,majority,none,poverty,0.481652187,1,before 2015,0,0,10238,18000,sedan,0,0,0,25,7,0
male,majority,none,middle class,0.481763411,1,before 2015,0,1,10238,13000,sedan,0,0,3,57,17,0
female,majority,high school,upper class,0.636343767,1,before 2015,1,1,10238,13000,sports car,1,0,2,78,11,1
male,majority,high school,working class,0.437904189,1,before 2015,1,1,10238,15000,sports car,4,2,4,62,22,0
female,majority,university,upper class,0.537910583,0,before 2015,0,1,10238,12000,sedan,0,0,2,57,12,0
female,minority,high school,middle class,0.530956726,0,before 2015,0,1,10238,15000,sedan,1,0,0,49,15,0
female,majority,university,middle class,0.67493464,0,after 2015,1,0,10238,,sedan,0,0,0,28,4,1
male,majority,university,upper class,0.673480451,1,before 2015,1,1,32765,9000,sedan,3,0,0,68,17,0
female,majority,high school,middle class,,1,before 2015,0,1,10238,12000,sedan,3,0,0,59,23,0
male,majority,high school,poverty,0.384642121,0,before 2015,1,1,32765,7000,sedan,0,0,0,25,9,1
male,majority,university,upper class,0.615016452,1,after 2015,1,1,92101,12000,sedan,7,1,2,79,32,0
male,majority,high school,upper class,0.483189826,1,before 2015,0,0,10238,12000,sedan,0,0,0,43,0,0
male,majority,none,working class,0.413682295,0,before 2015,0,1,32765,,sedan,0,0,0,23,2,1
female,majority,high school,upper class,0.640130007,1,before 2015,1,1,32765,8000,sedan,0,0,0,52,1,1
male,minority,university,middle class,0.523811294,1,before 2015,1,1,92101,10000,sedan,0,0,0,44,9,1
male,majority,university,middle class,,1,after 2015,1,1,10238,12000,sedan,1,0,1,27,11,0
male,majority,none,poverty,0.355437816,0,before 2015,0,1,10238,14000,sedan,0,0,0,24,8,1
female,majority,high school,poverty,0.286519314,1,before 2015,0,0,10238,11000,sedan,0,0,0,21,1,0
male,majority,high school,middle class,0.638527499,1,after 2015,0,0,10238,14000,sedan,0,0,0,19,8,0
male,majority,university,upper class,0.488759439,1,before 2015,0,0,10238,15000,sedan,0,0,0,28,17,1
male,majority,university,working class,0.579561608,1,after 2015,0,1,21217,11000,sedan,0,0,0,20,3,1
female,majority,high school,middle class,0.584702388,1,before 2015,1,1,10238,12000,sedan,0,0,0,34,9,0
female,minority,none,poverty,,1,after 2015,0,0,10238,11000,sedan,0,0,0,38,11,0
male,majority,none,poverty,0.575488656,0,before 2015,0,1,21217,13000,sedan,0,0,0,16,4,1
male,majority,university,middle class,0.343917671,1,before 2015,0,0,10238,16000,sedan,0,0,0,27,14,1
male,majority,high school,working class,0.308974269,1,before 2015,0,0,32765,11000,sedan,0,0,0,16,7,1
male,majority,high school,poverty,0.121826084,0,before 2015,1,1,10238,13000,sedan,0,0,0,35,1,1
male,majority,high school,upper class,,1,after 2015,0,1,92101,10000,sedan,0,0,0,44,10,0
female,majority,none,poverty,0.186185115,0,before 2015,0,0,10238,17000,sedan,0,0,0,25,6,1
male,minority,high school,working class,0.386400751,0,before 2015,0,0,10238,15000,sedan,0,0,0,24,4,1
female,majority,university,upper class,0.714989199,1,after 2015,1,1,32765,8000,sedan,9,0,1,74,35,0
male,majority,university,upper class,0.626819474,1,after 2015,1,1,10238,10000,sedan,3,0,2,76,26,0
male,majority,high school,middle class,,1,before 2015,0,0,10238,13000,sedan,0,0,0,16,0,0
female,majority,high school,working class,0.314053439,0,before 2015,0,0,32765,10000,sedan,1,0,1,57,11,0
male,majority,university,upper class,0.644758874,1,after 2015,0,0,10238,15000,sedan,4,1,4,49,21,0
female,minority,none,poverty,0.30929531,0,before 2015,0,1,32765,13000,sedan,0,0,0,18,2,1
male,minority,high school,middle class,0.600731876,1,after 2015,0,0,10238,17000,sedan,2,0,1,39,11,0
female,majority,high school,poverty,0.436655933,0,before 2015,0,1,10238,13000,sedan,0,0,0,34,3,1
female,majority,university,upper class,0.652948913,1,after 2015,1,1,32765,11000,sedan,1,0,2,38,16,0
male,majority,high school,upper class,0.440277596,1,before 2015,1,1,10238,13000,sedan,5,0,1,45,24,0
male,majority,high school,middle class,0.457360415,1,after 2015,0,0,10238,13000,sedan,0,0,0,23,1,0
female,majority,university,upper class,0.629118369,1,after 2015,0,1,32765,15000,sports car,0,0,0,60,10,1
male,minority,university,upper class,0.463681999,1,before 2015,1,1,32765,,sedan,0,0,0,75,9,1
male,minority,high school,working class,0.591263758,0,before 2015,0,0,10238,,sedan,2,0,2,39,19,1
female,majority,high school,working class,0.379724347,0,after 2015,0,1,10238,16000,sedan,2,0,0,54,12,1
female,majority,high school,upper class,0.708826711,0,after 2015,1,1,10238,9000,sedan,2,0,0,37,15,0
female,majority,none,poverty,0.32598902,0,before 2015,0,0,10238,8000,sedan,0,0,0,20,5,1
male,majority,university,upper class,0.58435485,1,before 2015,0,0,10238,,sedan,1,0,2,47,25,0
male,majority,university,upper class,0.508811539,1,before 2015,1,1,10238,14000,sedan,1,0,2,28,17,0
male,majority,university,upper class,0.495441151,1,after 2015,1,1,10238,8000,sedan,4,1,3,53,24,0
female,majority,university,upper class,0.634489214,1,before 2015,1,1,10238,13000,sedan,0,1,0,49,13,0
male,majority,university,upper class,0.536448592,1,after 2015,1,1,10238,10000,sedan,0,0,0,34,8,0
male,majority,high school,poverty,,0,before 2015,0,0,10238,16000,sedan,0,0,0,17,0,1
male,majority,university,upper class,0.538423702,1,before 2015,1,1,10238,12000,sedan,1,1,2,65,26,0
male,minority,high school,working class,0.430887,0,after 2015,1,0,10238,13000,sedan,2,1,1,39,11,1
male,majority,none,working class,0.380241446,1,before 2015,1,1,32765,,sedan,8,1,1,46,23,0
male,majority,high school,middle class,0.370656785,1,before 2015,0,1,32765,,sedan,6,0,1,29,14,0
male,majority,high school,middle class,0.417890083,0,before 2015,1,1,10238,10000,sedan,4,0,3,61,20,0
female,majority,high school,upper class,0.74351756,1,after 2015,1,1,10238,11000,sedan,0,0,1,79,19,0
male,majority,university,working class,,1,before 2015,0,1,10238,12000,sedan,0,0,0,19,4,0
male,minority,none,poverty,0.267993176,0,before 2015,0,0,10238,12000,sedan,0,0,0,23,3,1
male,majority,none,working class,0.393296306,1,before 2015,1,1,10238,11000,sedan,2,0,2,44,21,0
male,majority,university,middle class,0.495059754,0,before 2015,1,1,10238,,sedan,0,0,0,35,4,1
male,majority,high school,upper class,0.65705246,1,before 2015,1,1,10238,,sedan,1,0,2,26,19,0
male,majority,university,upper class,0.58467141,1,after 2015,1,1,32765,11000,sedan,13,1,3,72,37,0
male,majority,university,upper class,0.643227324,1,before 2015,0,1,10238,13000,sports car,5,2,3,74,21,0
female,majority,none,poverty,0.347268454,1,before 2015,0,0,10238,16000,sedan,0,0,0,16,7,0
female,majority,high school,upper class,0.667819251,1,before 2015,1,1,10238,12000,sedan,3,0,1,78,26,0
female,majority,none,poverty,0.274296595,0,before 2015,0,1,10238,13000,sedan,0,0,0,21,8,1
female,majority,high school,middle class,0.421167924,1,after 2015,0,1,10238,14000,sedan,2,0,1,59,28,0
male,majority,high school,poverty,0.247411045,0,before 2015,0,0,10238,11000,sedan,0,0,0,16,7,1
male,majority,high school,upper class,0.588396183,1,after 2015,0,0,10238,17000,sedan,0,0,2,79,34,0
male,majority,high school,working class,0.408292006,1,before 2015,1,0,10238,10000,sedan,1,0,1,35,18,1
female,majority,none,middle class,0.406093148,1,before 2015,1,0,32765,14000,sedan,2,1,0,58,25,0
male,majority,high school,upper class,0.613761781,1,after 2015,1,1,10238,8000,sedan,1,0,5,42,24,0
male,majority,high school,poverty,0.364608417,0,before 2015,0,0,10238,,sedan,0,0,0,22,4,1
male,majority,none,poverty,0.417996894,1,before 2015,0,0,10238,16000,sedan,0,0,0,29,19,1
female,majority,high school,poverty,0.281733357,0,before 2015,1,1,10238,11000,sedan,0,0,0,19,8,1
male,majority,university,upper class,0.623338024,0,after 2015,1,1,10238,6000,sedan,5,1,4,61,27,0
male,majority,none,poverty,0.194225305,1,before 2015,1,0,32765,,sedan,5,0,1,34,17,0
female,majority,university,upper class,0.599671755,1,before 2015,1,1,32765,,sedan,0,0,0,48,0,1
male,majority,none,poverty,0.277675453,0,before 2015,0,1,32765,9000,sedan,3,0,1,50,15,0
female,majority,university,upper class,0.708303155,1,after 2015,1,0,32765,,sedan,3,0,2,79,37,0
female,majority,high school,working class,0.535106389,0,before 2015,0,1,10238,13000,sedan,0,0,1,38,16,1
male,majority,university,middle class,0.425205541,1,after 2015,1,0,32765,7000,sedan,4,0,0,26,18,0
female,majority,university,upper class,0.723394419,1,before 2015,0,1,10238,13000,sedan,0,0,2,39,17,0
female,majority,high school,working class,0.610582628,1,before 2015,0,1,10238,12000,sedan,0,0,0,36,0,0
male,minority,university,working class,0.318362717,1,after 2015,0,0,10238,12000,sedan,0,0,0,18,5,0
female,majority,high school,upper class,0.762797941,0,after 2015,1,0,10238,,sedan,0,0,0,35,1,0
female,majority,university,upper class,0.702274802,0,before 2015,1,1,92101,10000,sedan,0,0,0,69,5,1
male,majority,high school,upper class,0.703407377,1,before 2015,1,1,32765,13000,sedan,4,1,1,45,20,0
male,majority,university,working class,0.468671966,1,after 2015,0,1,32765,9000,sedan,0,0,0,25,1,1
male,majority,university,upper class,,1,after 2015,1,1,10238,,sedan,1,0,2,80,22,0
female,minority,none,middle class,0.513233413,1,before 2015,0,1,10238,14000,sedan,3,0,2,63,24,0
male,majority,high school,poverty,,0,before 2015,0,0,10238,14000,sedan,0,0,2,37,13,1
female,majority,university,upper class,0.55912361,1,after 2015,1,1,10238,6000,sports car,0,0,0,27,2,0
male,majority,none,poverty,0.486335655,0,before 2015,0,0,10238,,sedan,0,0,0,26,7,1
male,majority,university,middle class,0.60340641,1,before 2015,0,1,32765,11000,sedan,8,0,1,39,17,0
female,majority,university,middle class,0.552855725,1,before 2015,0,1,92101,12000,sedan,1,1,0,38,14,0
female,majority,university,upper class,0.658367844,1,before 2015,0,1,10238,14000,sedan,0,0,5,57,23,0
female,majority,university,upper class,0.682465107,0,before 2015,0,1,32765,8000,sedan,2,0,5,72,34,0
female,majority,none,poverty,0.461811415,1,before 2015,1,0,32765,14000,sedan,0,0,0,21,8,1
female,majority,none,middle class,0.794243398,1,after 2015,1,1,10238,11000,sedan,1,1,1,60,21,0
male,majority,university,upper class,0.560466664,1,after 2015,1,0,10238,12000,sedan,0,1,4,36,18,0
female,majority,high school,middle class,0.547487495,1,before 2015,0,1,32765,6000,sedan,4,1,2,64,26,0
female,majority,high school,upper class,0.531734091,1,before 2015,1,1,10238,14000,sedan,0,0,0,30,7,1
male,majority,university,upper class,0.649539915,1,after 2015,0,0,10238,,sedan,1,0,0,63,11,0
female,majority,high school,middle class,0.518849907,1,before 2015,1,1,10238,,sedan,1,0,0,37,12,0
male,majority,none,poverty,0.413817067,1,before 2015,0,1,10238,10000,sedan,0,0,0,22,6,1
female,majority,university,middle class,,1,before 2015,0,0,10238,13000,sedan,2,0,0,35,17,0
female,majority,high school,upper class,0.581992108,1,before 2015,1,1,10238,8000,sedan,1,0,1,37,17,0
male,majority,high school,upper class,0.472550559,0,before 2015,1,1,10238,13000,sedan,4,0,5,47,22,0
male,majority,university,middle class,0.440346032,1,after 2015,0,1,10238,14000,sedan,2,0,1,28,14,0
male,majority,high school,working class,0.339355342,0,before 2015,0,1,10238,,sedan,3,0,2,36,19,1
female,majority,none,poverty,0.461039372,1,before 2015,0,0,10238,,sedan,0,0,0,24,0,0
female,majority,high school,upper class,0.786104748,1,before 2015,1,1,10238,13000,sedan,1,1,0,67,21,0
female,majority,none,poverty,0.385252285,0,before 2015,0,0,32765,12000,sedan,0,0,0,20,3,1
female,majority,high school,middle class,0.478127131,1,before 2015,1,1,92101,11000,sedan,0,0,0,38,3,0
female,majority,university,upper class,0.660019583,1,after 2015,0,1,10238,12000,sedan,0,0,0,45,9,0
male,majority,none,middle class,0.557184509,1,before 2015,0,0,32765,14000,sedan,3,1,2,46,25,0
female,majority,high school,middle class,0.508460756,1,before 2015,0,1,32765,11000,sedan,0,0,0,17,1,1
male,minority,none,poverty,0.376371187,1,before 2015,0,0,32765,,sedan,0,0,0,16,5,1
female,majority,university,upper class,0.706051204,1,before 2015,0,1,10238,13000,sedan,1,2,2,67,35,0
female,majority,university,upper class,0.563548802,0,after 2015,0,1,10238,11000,sedan,1,2,0,76,32,0
female,majority,none,upper class,,1,after 2015,0,1,10238,10000,sedan,3,0,1,61,24,0
male,majority,high school,working class,0.337636946,1,before 2015,0,0,10238,15000,sedan,1,1,1,35,13,0
female,majority,high school,poverty,0.419734101,1,before 2015,0,0,32765,13000,sports car,3,0,0,35,15,1
male,majority,high school,working class,0.300112856,1,before 2015,1,1,32765,11000,sedan,8,0,0,46,27,0
male,majority,university,upper class,0.525337435,1,after 2015,1,1,10238,12000,sedan,0,0,0,57,8,0
female,majority,high school,poverty,0.382004978,0,before 2015,0,1,10238,18000,sedan,0,0,0,35,13,1
female,majority,high school,upper class,0.561554377,1,after 2015,1,1,10238,13000,sedan,0,0,1,42,28,0
male,majority,none,upper class,0.408366831,1,after 2015,1,1,10238,14000,sedan,0,0,0,69,10,0
female,majority,high school,poverty,0.285747132,0,before 2015,0,1,10238,13000,sedan,1,0,0,36,14,1
male,majority,none,working class,0.461590734,0,after 2015,0,1,10238,12000,sedan,0,0,0,19,4,1
female,majority,university,working class,0.546501711,1,before 2015,0,1,10238,10000,sedan,1,0,1,34,13,0
male,majority,university,middle class,0.542309905,1,before 2015,0,0,32765,,sedan,1,1,0,32,16,0
female,majority,high school,poverty,0.283797397,0,before 2015,0,1,32765,11000,sedan,0,0,0,22,3,1
female,majority,high school,upper class,0.649728681,1,before 2015,1,1,10238,9000,sedan,3,0,3,71,36,0
female,majority,high school,poverty,0.292291992,0,before 2015,1,1,10238,8000,sedan,0,0,0,33,4,1
male,majority,university,upper class,0.639866274,1,before 2015,1,1,10238,8000,sedan,2,0,3,64,10,0
female,majority,high school,poverty,0.385874101,1,before 2015,0,0,10238,14000,sedan,0,1,0,26,14,0
female,majority,high school,upper class,,1,after 2015,0,1,32765,9000,sedan,5,1,1,72,31,0
female,majority,high school,middle class,,0,before 2015,1,1,92101,10000,sedan,1,0,0,33,13,1
female,minority,high school,upper class,0.579288083,1,before 2015,1,1,10238,13000,sedan,0,0,0,57,4,0
female,majority,university,upper class,0.660302789,1,after 2015,1,1,10238,14000,sedan,0,0,0,76,12,0
female,majority,university,upper class,0.704016785,0,before 2015,1,1,32765,9000,sedan,8,3,2,79,40,0
male,majority,university,upper class,0.564844617,1,after 2015,1,1,32765,5000,sports car,8,2,4,44,21,0
male,majority,university,upper class,0.520543721,1,before 2015,1,1,10238,12000,sedan,5,0,5,66,40,0
male,majority,university,upper class,0.679741714,1,before 2015,1,1,92101,,sedan,2,0,1,75,19,0
female,majority,high school,middle class,0.49167791,1,after 2015,0,0,32765,12000,sedan,1,0,1,31,16,1
male,majority,high school,upper class,0.686714106,1,before 2015,1,1,10238,10000,sedan,9,0,2,59,24,0
male,majority,high school,working class,0.199165932,0,after 2015,1,1,10238,8000,sedan,0,0,0,20,8,0
male,majority,none,middle class,0.362736724,1,before 2015,0,1,10238,14000,sedan,1,0,0,28,19,0
male,majority,university,upper class,0.380505476,1,after 2015,1,1,32765,,sedan,0,0,0,73,1,0
male,majority,high school,working class,,1,before 2015,0,1,10238,,sedan,1,0,3,54,27,0
male,majority,university,upper class,0.679081839,1,before 2015,1,1,10238,9000,sedan,5,0,2,47,24,0
male,majority,high school,middle class,0.414390349,1,after 2015,0,1,32765,9000,sedan,7,2,3,64,20,0
female,majority,high school,working class,0.287042992,0,before 2015,0,1,10238,14000,sedan,0,0,0,22,8,1
female,minority,high school,middle class,0.569959212,0,before 2015,0,0,10238,,sedan,0,0,1,51,28,0
