ID,GENDER,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,PAST_ACCIDENTS,AGE,DRIVING_EXPERIENCE,OUTCOME
1374,female,high school,upper class,,1,after 2015,1,1,10238,13000,sedan,1,1,55,15,0
1375,female,high school,middle class,0.508218394,0,before 2015,1,1,10238,9000,sedan,4,1,46,29,0
1376,female,university,upper class,0.54428401,1,before 2015,1,1,32765,,sedan,0,0,77,9,1
1377,male,university,upper class,0.611025805,1,before 2015,1,1,32765,11000,sedan,9,0,77,32,0
1378,female,none,working class,0.328418073,1,after 2015,0,1,10238,12000,sedan,0,0,19,9,0
1379,male,university,upper class,0.614690389,0,after 2015,0,1,10238,,sedan,4,1,73,12,0
1380,male,high school,working class,,0,before 2015,0,1,10238,9000,sedan,2,5,38,12,1
1381,female,high school,middle class,,0,before 2015,1,1,10238,16000,sedan,0,0,29,19,0
1382,male,university,upper class,0.505754451,1,after 2015,1,1,10238,13000,sedan,1,0,26,19,0
1383,male,university,middle class,0.377789692,1,before 2015,0,0,10238,16000,sedan,0,0,21,5,0
1384,female,high school,middle class,0.461039858,1,after 2015,1,1,10238,11000,sedan,3,3,66,34,0
1385,male,university,upper class,0.756354256,1,before 2015,1,1,10238,13000,sedan,0,0,72,5,0
1386,female,high school,upper class,0.670673498,1,after 2015,1,1,10238,10000,sports car,0,0,42,7,0
1387,female,high school,middle class,0.600094561,0,before 2015,0,1,10238,15000,sedan,1,0,53,11,1
1388,male,high school,middle class,0.461085066,1,before 2015,0,0,32765,12000,sedan,0,0,33,15,0
1389,female,university,upper class,0.446384495,1,before 2015,0,1,10238,8000,sedan,1,3,65,15,0
1390,female,high school,middle class,0.755633866,0,before 2015,0,1,10238,16000,sedan,0,0,39,17,1
1391,female,high school,poverty,0.318462089,0,before 2015,0,0,10238,17000,sedan,1,0,37,14,1
1392,female,high school,middle class,0.545935771,1,before 2015,0,1,10238,11000,sedan,0,0,55,16,0
1393,male,university,upper class,0.671684526,1,before 2015,1,1,10238,9000,sedan,2,5,57,26,0
1394,male,university,poverty,0.136449654,1,before 2015,0,0,10238,13000,sedan,0,0,21,6,1
1395,male,university,working class,0.282902046,0,before 2015,0,0,10238,15000,sedan,0,0,17,6,1
1396,male,university,upper class,0.649779352,0,after 2015,1,1,32765,9000,sedan,1,2,56,27,0
1397,male,university,upper class,0.57243062,1,before 2015,1,0,10238,13000,sedan,0,0,45,2,1
1398,female,university,middle class,0.500079815,1,before 2015,0,0,32765,14000,sedan,1,2,48,28,0
1399,female,high school,poverty,,0,before 2015,0,1,10238,11000,sedan,0,0,18,1,1
1400,female,university,working class,0.480319408,1,before 2015,0,1,10238,12000,sedan,0,0,21,1,0
1401,female,high school,upper class,0.805738991,1,before 2015,1,1,10238,12000,sedan,2,5,74,31,0
1402,male,university,upper class,0.671171509,1,before 2015,1,1,10238,,sedan,2,2,61,21,0
1403,female,high school,middle class,0.457294946,1,before 2015,0,0,10238,11000,sedan,2,1,52,13,0
1404,female,none,middle class,0.454994932,0,before 2015,1,1,10238,11000,sports car,0,2,38,11,0
1405,male,university,working class,0.384912165,0,after 2015,0,1,10238,14000,sedan,0,0,17,3,1
1406,male,none,poverty,0.481095464,1,before 2015,0,0,10238,17000,sedan,0,0,18,7,1
1407,female,none,middle class,0.568701989,1,before 2015,0,1,32765,9000,sedan,2,0,68,13,0
1408,male,university,middle class,0.490739512,1,before 2015,1,1,32765,11000,sedan,2,0,27,16,1
1409,male,university,middle class,0.458979127,0,before 2015,0,1,10238,12000,sedan,0,0,19,5,1
1410,female,university,upper class,,1,after 2015,1,1,10238,15000,sedan,3,1,35,19,0
1411,female,university,upper class,0.533677083,1,after 2015,1,1,10238,7000,sedan,2,6,71,39,0
1412,female,university,upper class,0.512140965,1,before 2015,1,1,32765,11000,sedan,4,0,78,25,0
1413,female,university,working class,0.398141002,0,before 2015,0,0,32765,14000,sedan,0,0,16,1,1
1414,female,high school,working class,0.533600703,0,before 2015,0,0,10238,14000,sedan,0,0,19,5,1
1415,female,high school,poverty,0.340959511,1,before 2015,0,0,32765,11000,sedan,0,0,22,3,1
1416,male,high school,upper class,0.684233053,1,after 2015,1,1,21217,12000,sedan,2,1,67,28,1
1417,female,none,middle class,0.511350065,0,before 2015,1,1,10238,11000,sedan,1,2,49,28,0
1418,male,none,poverty,0.353923336,0,before 2015,0,0,32765,7000,sedan,0,0,20,2,1
1419,male,high school,middle class,0.425378094,1,after 2015,1,1,32765,9000,sedan,3,1,47,29,0
1420,male,high school,working class,0.281654148,1,after 2015,0,1,10238,14000,sedan,0,0,24,9,0
1421,female,university,upper class,0.781953018,1,after 2015,1,1,10238,16000,sedan,3,0,40,10,0
1422,female,high school,working class,0.378427512,1,before 2015,0,0,10238,10000,sedan,0,0,17,4,1
1423,male,high school,middle class,0.513189196,0,after 2015,1,1,10238,10000,sedan,2,1,29,19,0
1424,female,high school,upper class,0.698069772,1,before 2015,1,0,10238,12000,sedan,0,1,80,27,0
1425,male,university,middle class,0.444494783,0,before 2015,1,1,10238,12000,sedan,0,0,35,8,1
1426,female,high school,poverty,0.471987098,0,before 2015,0,1,32765,14000,sedan,0,0,25,8,1
1427,male,university,upper class,0.553776133,1,before 2015,1,1,10238,12000,sedan,0,0,75,9,0
1428,male,high school,middle class,0.535878012,0,before 2015,0,1,10238,11000,sedan,0,1,31,19,0
1429,female,high school,working class,0.470818253,1,before 2015,1,0,10238,13000,sedan,0,0,23,5,0
1430,female,university,upper class,0.437534676,0,before 2015,1,1,10238,9000,sedan,1,1,27,17,0
1431,male,university,working class,0.291001711,1,before 2015,0,1,10238,10000,sedan,2,3,37,15,0
1432,female,high school,middle class,0.354871448,0,before 2015,0,1,32765,12000,sedan,2,0,68,38,0
1433,male,university,middle class,0.385092446,1,before 2015,0,1,32765,15000,sedan,2,0,38,17,1
1434,male,high school,working class,,0,before 2015,1,1,10238,9000,sedan,0,0,20,4,1
1435,male,none,middle class,0.487025522,1,before 2015,1,1,32765,14000,sedan,3,3,66,26,1
1436,female,university,upper class,0.674603851,0,after 2015,1,1,10238,5000,sedan,3,2,75,31,0
1437,female,high school,working class,0.435193669,0,before 2015,0,0,10238,13000,sedan,2,2,61,14,1
1438,female,none,poverty,0.484204334,0,before 2015,0,1,10238,12000,sedan,0,0,25,0,0
1439,female,none,working class,0.460749045,0,after 2015,0,0,10238,17000,sedan,0,2,33,10,1
1440,male,university,upper class,0.72703299,1,before 2015,1,1,10238,10000,sedan,1,2,70,15,0
1441,male,none,middle class,0.5876579,1,before 2015,1,1,10238,9000,sedan,0,0,52,1,1
1442,female,none,upper class,0.632233654,0,before 2015,1,1,10238,12000,sedan,5,2,65,40,0
1443,male,university,upper class,0.503567024,1,before 2015,1,1,10238,9000,sedan,5,2,28,13,0
1444,female,university,upper class,0.664520804,1,before 2015,1,1,21217,10000,sedan,2,0,74,24,1
1445,female,high school,middle class,0.573030507,0,after 2015,0,0,10238,15000,sedan,0,0,16,6,1
1446,female,high school,upper class,0.623551211,0,before 2015,1,1,32765,,sedan,4,2,71,12,0
1447,female,university,upper class,0.504290459,1,before 2015,1,0,32765,9000,sedan,6,1,47,28,0
1448,female,high school,working class,0.50881529,1,after 2015,0,0,10238,,sedan,0,0,25,4,1
1449,male,high school,working class,,1,before 2015,1,1,10238,9000,sedan,2,3,69,40,0
1450,female,none,working class,0.491924937,0,before 2015,0,1,32765,12000,sedan,7,2,74,31,0
1451,female,high school,upper class,0.679525937,1,before 2015,1,1,10238,10000,sedan,2,0,78,32,0
1452,female,high school,upper class,0.737610068,1,before 2015,1,1,32765,11000,sedan,4,0,72,27,0
1453,female,none,poverty,0.389770461,0,before 2015,0,1,10238,13000,sedan,0,0,24,6,0
1454,female,university,middle class,0.428240195,0,before 2015,1,1,10238,,sedan,0,0,19,5,0
1455,male,university,upper class,0.661976832,1,after 2015,1,1,10238,8000,sedan,0,1,51,16,0
1456,female,high school,middle class,0.476826373,1,before 2015,1,0,10238,13000,sedan,0,0,21,9,0
1457,female,university,upper class,0.669545605,1,before 2015,0,0,92101,9000,sedan,0,1,52,17,0
1458,male,high school,working class,0.601443561,1,after 2015,0,0,32765,11000,sedan,10,5,65,33,0
1459,female,university,upper class,0.631807266,1,after 2015,0,1,10238,11000,sedan,1,3,67,35,0
1460,female,none,working class,0.576121835,0,before 2015,1,0,92101,13000,sedan,0,0,71,7,1
1461,female,none,working class,0.419274683,1,before 2015,0,1,10238,15000,sedan,0,0,18,3,1
1462,male,none,poverty,0.436115483,0,before 2015,0,1,32765,,sedan,0,0,23,9,1
1463,female,high school,upper class,0.511193,1,before 2015,1,1,10238,10000,sedan,1,1,76,13,0
1464,female,high school,upper class,0.560216479,1,before 2015,1,1,10238,14000,sedan,1,3,70,39,0
1465,male,university,middle class,0.454141458,1,after 2015,1,1,10238,6000,sedan,2,4,38,15,0
1466,male,university,upper class,,1,after 2015,1,1,32765,11000,sedan,2,2,34,14,0
1467,male,university,upper class,0.699968933,1,after 2015,0,1,10238,14000,sedan,0,0,56,4,0
1468,female,none,working class,0.220453882,1,before 2015,0,1,32765,13000,sedan,2,1,54,11,0
1469,male,high school,working class,0.273176765,1,after 2015,1,0,92101,12000,sedan,2,0,26,13,1
1470,male,high school,middle class,,1,before 2015,0,0,32765,11000,sedan,0,0,32,0,1
1471,female,university,upper class,0.582311723,1,before 2015,0,1,10238,13000,sedan,0,3,68,32,0
1472,male,none,poverty,0.220160832,0,before 2015,0,0,32765,16000,sedan,0,0,17,9,1
1473,female,none,poverty,0.254392884,0,before 2015,0,0,10238,16000,sedan,0,0,28,11,0
1474,male,high school,middle class,0.577784789,0,before 2015,0,1,10238,12000,sedan,3,2,56,24,0
1475,female,high school,middle class,0.480974254,1,before 2015,0,0,10238,14000,sedan,0,0,33,9,1
1476,male,high school,upper class,0.678236841,1,after 2015,1,1,10238,10000,sedan,0,0,65,5,0
1477,female,university,upper class,0.62717089,0,after 2015,0,1,92101,13000,sedan,1,0,64,22,0
1478,female,university,upper class,0.68700212,0,before 2015,1,1,10238,9000,sedan,1,1,38,12,1
1479,female,university,upper class,0.472497272,1,before 2015,1,1,32765,8000,sedan,5,0,66,21,0
1480,female,none,poverty,,1,before 2015,1,1,92101,8000,sedan,1,0,44,12,0
1481,female,high school,middle class,0.428001633,1,before 2015,1,0,10238,12000,sedan,2,0,34,13,0
1482,female,high school,upper class,0.486914397,1,before 2015,1,0,32765,11000,sedan,2,0,38,19,1
1483,female,high school,working class,0.524146466,0,before 2015,0,0,10238,17000,sedan,0,0,33,4,1
1484,female,none,working class,0.50952146,1,after 2015,0,1,32765,13000,sedan,2,0,37,17,0
1485,female,high school,working class,0.564601601,0,before 2015,0,1,32765,13000,sedan,1,1,47,23,0
1486,female,university,upper class,0.587048708,1,before 2015,1,1,32765,9000,sedan,3,1,48,28,0
1487,female,university,working class,0.386407082,0,before 2015,0,0,10238,16000,sedan,0,0,64,0,1
1488,male,none,poverty,0.347469738,1,before 2015,1,1,10238,9000,sedan,0,0,24,4,1
1489,female,university,middle class,0.674251148,1,after 2015,0,1,32765,10000,sedan,4,0,35,16,0
1490,male,high school,working class,,1,before 2015,0,1,10238,13000,sedan,7,3,64,21,0
1491,male,university,poverty,0.291928942,0,before 2015,0,0,10238,10000,sedan,0,0,21,1,1
1492,male,none,poverty,0.118445443,0,before 2015,0,1,10238,17000,sedan,1,0,44,28,0
1493,male,university,upper class,0.636925633,1,after 2015,1,1,92101,11000,sedan,0,0,23,7,0
1494,female,high school,poverty,0.34201373,0,before 2015,1,1,32765,,sedan,6,2,58,20,0
1495,female,university,upper class,0.553963672,1,before 2015,1,1,10238,10000,sedan,2,0,64,26,0
1496,female,high school,working class,0.429582513,1,before 2015,1,1,10238,10000,sedan,0,0,16,1,0
1497,male,high school,upper class,0.669581239,1,after 2015,0,1,32765,9000,sedan,9,3,62,29,0
1498,female,university,upper class,0.612377027,1,before 2015,1,1,10238,13000,sedan,0,0,80,3,0
1499,female,high school,upper class,0.381242392,0,after 2015,1,1,10238,16000,sedan,1,0,69,23,0
1500,female,high school,working class,0.510541614,0,before 2015,0,0,10238,12000,sedan,0,0,23,3,1
1501,male,university,middle class,0.62121183,0,before 2015,0,1,32765,,sedan,6,1,52,29,0
1502,male,high school,working class,0.529743005,1,before 2015,1,1,32765,6000,sedan,6,1,39,17,1
1503,male,high school,poverty,,0,before 2015,0,0,10238,17000,sedan,0,0,25,4,1
1504,female,university,upper class,0.563666885,1,after 2015,0,1,10238,14000,sedan,3,0,67,31,0
1505,female,none,middle class,0.42337709,0,before 2015,1,1,32765,10000,sedan,0,0,33,14,0
1506,male,high school,poverty,0.30049733,0,before 2015,0,0,10238,13000,sedan,0,0,16,7,1
1507,male,university,upper class,0.606721577,0,before 2015,1,1,10238,11000,sedan,6,1,77,28,0
1508,female,university,upper class,0.514837939,1,after 2015,1,1,10238,11000,sedan,0,2,54,12,0
1509,female,high school,working class,0.291977658,0,before 2015,0,1,32765,12000,sedan,0,0,19,4,1
1510,male,high school,upper class,0.575082013,1,after 2015,1,1,10238,11000,sedan,3,8,74,33,0
1511,female,high school,upper class,0.61366119,1,after 2015,1,1,10238,9000,sedan,3,1,74,32,0
1512,male,university,upper class,0.628188702,0,before 2015,0,1,10238,11000,sedan,1,0,37,13,0
1513,female,none,poverty,0.410695697,0,before 2015,0,0,10238,16000,sedan,0,0,39,1,1
1514,male,university,working class,0.257134276,0,before 2015,1,1,10238,10000,sedan,7,4,70,38,0
1515,female,high school,poverty,0.498121688,1,before 2015,0,1,32765,,sedan,2,0,26,10,1
1516,male,university,upper class,0.631650472,1,before 2015,1,1,32765,10000,sedan,0,0,41,7,1
1517,male,university,middle class,0.54030291,0,before 2015,0,0,32765,14000,sedan,0,0,25,7,1
1518,male,university,upper class,0.736750457,1,before 2015,0,1,10238,15000,sedan,3,3,51,20,0
1519,male,high school,poverty,,0,before 2015,0,1,32765,,sedan,0,0,18,8,1
1520,female,high school,poverty,0.337677466,0,before 2015,0,0,10238,16000,sedan,0,0,20,7,1
1521,male,university,upper class,0.565015422,1,before 2015,1,1,10238,14000,sedan,3,4,66,37,0
1522,male,university,upper class,0.689855748,1,after 2015,1,1,32765,9000,sedan,1,1,48,15,0
1523,male,university,middle class,0.541280871,0,before 2015,1,1,10238,14000,sports car,0,0,23,0,1
1524,female,university,upper class,,1,before 2015,1,0,10238,,sedan,0,2,42,21,0
1525,female,high school,middle class,0.558470224,1,before 2015,0,1,10238,10000,sedan,1,4,56,23,0
1526,female,none,middle class,0.589517054,1,after 2015,0,1,32765,14000,sedan,1,0,41,24,0
1527,female,high school,upper class,0.668684561,1,before 2015,1,1,32765,8000,sedan,0,0,58,1,1
1528,female,none,middle class,0.682706489,1,after 2015,0,1,32765,11000,sedan,3,0,73,19,0
1529,male,university,middle class,0.49099573,1,after 2015,1,0,92101,14000,sedan,2,0,37,11,1
1530,male,university,upper class,0.77488387,1,before 2015,1,1,92101,16000,sedan,2,0,26,16,1
1531,male,high school,upper class,0.645273283,0,before 2015,1,1,10238,11000,sedan,0,0,37,5,1
1532,female,high school,middle class,,1,before 2015,1,1,10238,12000,sedan,0,3,57,24,0
1533,male,high school,poverty,0.317653291,1,before 2015,1,1,10238,9000,sedan,0,4,30,17,0
1534,female,none,middle class,0.622521539,1,before 2015,0,0,32765,,sedan,0,0,23,3,1
1535,male,high school,working class,0.481190931,0,after 2015,0,1,10238,13000,sedan,1,1,30,13,0
1536,male,high school,middle class,0.52013398,0,before 2015,0,0,10238,15000,sedan,0,4,42,29,0
1537,female,high school,poverty,0.502622773,1,before 2015,1,0,10238,10000,sedan,0,0,25,4,0
1538,female,none,upper class,0.514629902,1,before 2015,0,0,32765,15000,sports car,2,1,55,26,0
1539,male,high school,upper class,0.677090701,1,before 2015,0,1,10238,12000,sedan,0,0,34,19,0
1540,female,university,upper class,0.709301407,1,before 2015,1,1,32765,10000,sedan,6,1,56,23,0
1541,male,high school,upper class,0.422567967,1,after 2015,1,1,10238,8000,sedan,7,7,73,31,0
1542,female,none,working class,0.33770726,0,before 2015,0,0,10238,14000,sedan,3,1,54,28,0
1543,female,high school,poverty,0.277195079,0,after 2015,0,0,10238,16000,sedan,0,0,16,0,1
1544,male,high school,middle class,0.478278649,1,after 2015,0,0,10238,16000,sedan,1,0,53,21,0
1545,male,high school,upper class,0.693816313,1,before 2015,1,1,10238,12000,sedan,0,0,80,6,1
1546,female,none,poverty,0.471240913,1,before 2015,0,0,32765,12000,sedan,0,0,17,4,1
1547,female,university,upper class,0.626266081,0,after 2015,1,1,10238,11000,sedan,0,0,68,40,0
1548,female,none,upper class,0.728305975,1,before 2015,0,1,32765,7000,sedan,4,0,29,12,1
1549,male,university,upper class,0.672014,1,before 2015,1,0,10238,13000,sedan,5,0,63,29,0
1550,female,none,poverty,,0,before 2015,0,0,21217,14000,sedan,0,0,21,1,1
1551,male,university,upper class,0.57354107,1,before 2015,1,1,32765,9000,sedan,0,0,37,5,0
1552,female,none,poverty,0.235528756,1,before 2015,0,0,10238,17000,sedan,0,0,22,6,0
1553,female,high school,working class,0.319873282,0,before 2015,0,0,92101,,sedan,0,0,25,3,1
1554,male,high school,upper class,0.502986277,1,after 2015,1,1,10238,8000,sedan,6,4,41,26,0
1555,male,university,upper class,,1,before 2015,1,1,10238,13000,sedan,0,0,57,6,1
1556,female,high school,upper class,0.598628553,0,after 2015,1,1,10238,10000,sedan,0,0,73,6,1
1557,male,high school,poverty,0.281622628,1,before 2015,0,1,10238,10000,sedan,0,0,19,1,1
1558,female,high school,middle class,,0,after 2015,0,0,10238,14000,sedan,0,0,57,19,0
1559,female,none,upper class,0.449675629,0,after 2015,0,1,32765,11000,sedan,2,0,45,26,0
1560,male,high school,poverty,,1,before 2015,0,1,10238,12000,sedan,0,0,24,7,1
1561,male,university,upper class,0.455190617,0,before 2015,1,1,10238,9000,sedan,1,2,37,13,0
1562,male,university,upper class,0.494109431,1,after 2015,1,1,10238,13000,sedan,3,1,76,19,0
1563,female,none,poverty,0.395962359,1,before 2015,1,1,32765,10000,sedan,0,0,19,3,0
1564,female,none,poverty,0.320404901,0,before 2015,0,1,10238,13000,sedan,1,0,50,11,0
1565,male,university,upper class,0.648629146,1,after 2015,1,1,10238,10000,sedan,5,7,67,34,0
1566,female,university,middle class,0.492577022,1,after 2015,1,1,10238,13000,sedan,2,1,38,10,0
1567,female,high school,upper class,,1,before 2015,0,1,21217,12000,sedan,0,1,55,21,1
1568,male,university,upper class,0.600204472,1,after 2015,1,1,10238,9000,sedan,0,1,45,12,0
1569,female,high school,middle class,0.537108788,1,before 2015,1,1,10238,10000,sedan,1,2,48,18,0
1570,female,high school,upper class,0.590678139,1,after 2015,1,1,10238,12000,sedan,2,0,49,29,0
1571,female,university,upper class,,0,after 2015,0,1,10238,14000,sedan,0,0,36,13,0
1572,female,high school,working class,0.314799538,1,before 2015,0,0,10238,11000,sedan,0,2,27,11,0
1573,female,high school,middle class,0.57279809,1,before 2015,0,0,92101,16000,sedan,1,1,61,22,0
1574,female,high school,working class,0.504515747,1,before 2015,1,0,10238,9000,sedan,2,0,37,16,0
1575,female,university,upper class,0.76691663,1,before 2015,0,1,32765,11000,sedan,3,1,55,11,0
1576,female,high school,upper class,0.691981898,1,before 2015,0,1,10238,10000,sedan,0,0,28,18,0
1577,male,high school,working class,0.377714728,1,before 2015,0,0,10238,14000,sedan,0,0,24,6,1
1578,male,high school,upper class,0.635786486,1,before 2015,1,1,10238,9000,sedan,1,4,70,32,0
1579,female,none,poverty,0.451972745,1,before 2015,0,1,32765,8000,sedan,0,0,22,8,1
1580,female,university,upper class,0.661301506,1,before 2015,1,1,21217,10000,sedan,2,3,71,35,1
1581,male,university,upper class,0.566346537,1,after 2015,1,1,10238,,sedan,1,5,58,22,0
1582,female,none,poverty,0.432080038,0,after 2015,0,0,10238,,sedan,0,0,21,5,1
1583,male,high school,middle class,0.577028007,1,before 2015,0,0,10238,12000,sedan,0,0,34,7,0
1584,female,university,upper class,0.701077905,1,after 2015,1,1,10238,8000,sedan,3,0,61,16,0
1585,female,high school,middle class,0.672215789,1,after 2015,0,0,32765,17000,sedan,0,0,21,3,0
1586,male,university,middle class,0.574656448,1,before 2015,0,0,10238,14000,sedan,3,0,35,12,0
1587,female,university,upper class,0.770457319,0,before 2015,1,1,10238,8000,sedan,0,0,45,9,1
1588,female,high school,upper class,,1,before 2015,0,1,10238,11000,sedan,1,1,41,22,0
1589,male,university,upper class,0.617116574,1,after 2015,1,1,10238,8000,sedan,6,10,69,30,0
1590,male,university,middle class,0.543135352,1,before 2015,0,0,32765,8000,sedan,0,0,19,1,1
1591,male,high school,middle class,,1,before 2015,0,1,10238,14000,sedan,0,0,62,3,1
1592,female,none,poverty,0.195051554,0,before 2015,0,1,10238,,sedan,0,1,39,17,1
1593,female,none,working class,0.462958707,1,before 2015,1,1,21217,13000,sedan,3,1,62,21,1
1594,male,high school,upper class,,1,after 2015,1,1,10238,,sedan,0,1,44,17,0
1595,female,high school,working class,0.452858009,0,before 2015,0,0,32765,16000,sedan,0,0,16,9,1
1596,male,university,upper class,0.557869142,1,before 2015,1,1,32765,,sedan,6,4,73,40,0
1597,female,none,middle class,0.59577468,1,before 2015,0,1,10238,8000,sedan,3,3,67,40,0
1598,male,none,poverty,0.394231495,0,before 2015,0,0,32765,,sports car,2,1,37,16,1
1599,female,university,upper class,0.817403307,1,after 2015,1,1,10238,,sedan,0,1,80,15,0
1600,male,none,working class,0.377749547,1,before 2015,0,0,32765,11000,sedan,2,2,48,13,1
1601,male,university,upper class,0.570121,1,before 2015,1,1,32765,5000,sedan,22,6,69,35,0
1602,male,university,upper class,0.551068337,1,before 2015,1,1,32765,12000,sedan,0,0,62,3,1
1603,male,university,upper class,0.610006253,1,after 2015,1,1,10238,13000,sedan,4,6,80,39,0
1604,female,none,poverty,,0,before 2015,0,1,10238,10000,sedan,5,0,62,25,0
1605,female,university,working class,0.564971797,1,after 2015,0,0,32765,14000,sedan,0,0,23,7,0
1606,female,high school,working class,0.371996621,1,after 2015,0,0,32765,13000,sedan,0,0,17,3,1
1607,male,university,upper class,,1,before 2015,1,1,10238,10000,sedan,0,1,74,18,0
1608,male,university,upper class,0.578365356,1,after 2015,0,0,32765,14000,sedan,0,0,53,3,0
1609,male,university,upper class,0.58372978,1,after 2015,0,1,10238,13000,sedan,2,1,34,14,0
1610,female,university,upper class,0.703133823,1,after 2015,1,1,32765,11000,sedan,1,0,57,21,0
1611,male,high school,middle class,0.382056905,1,before 2015,0,0,10238,17000,sedan,0,0,18,1,1
1612,male,none,upper class,0.597195027,1,before 2015,1,1,10238,11000,sedan,5,5,43,25,0
1613,male,university,working class,0.647705623,1,before 2015,0,1,21217,13000,sedan,0,0,19,7,1
1614,female,university,upper class,0.85238183,1,before 2015,0,0,32765,14000,sedan,0,0,28,15,0
1615,female,none,poverty,0.345518252,0,before 2015,0,0,10238,19000,sedan,0,0,27,13,1
1616,male,high school,middle class,0.481017559,0,before 2015,1,1,10238,13000,sedan,0,0,19,2,1
1617,male,none,poverty,0.341040653,1,before 2015,1,1,10238,14000,sedan,0,0,21,2,1
1618,female,high school,working class,0.428934431,0,before 2015,0,0,10238,11000,sports car,0,0,23,1,1
1619,male,university,upper class,0.600700639,1,after 2015,0,1,10238,16000,sedan,7,3,75,32,0
1620,female,high school,upper class,0.566784094,1,before 2015,1,1,32765,7000,sedan,1,6,67,40,0
1621,male,university,working class,0.357722469,1,before 2015,1,1,32765,8000,sedan,0,0,24,6,1
1622,female,high school,middle class,0.623086225,1,after 2015,0,1,10238,16000,sedan,0,0,57,4,0
1623,female,none,poverty,0.434926293,1,before 2015,0,0,10238,17000,sedan,0,0,24,9,1
1624,female,none,poverty,0.426416509,1,before 2015,1,1,92101,10000,sedan,0,0,16,0,0
1625,female,none,upper class,0.539772337,0,after 2015,0,1,10238,11000,sedan,0,0,52,15,0
1626,male,university,upper class,0.550562954,0,after 2015,0,1,10238,17000,sedan,4,3,71,31,0
1627,female,none,poverty,0.252620868,1,before 2015,1,0,32765,9000,sedan,0,0,22,3,0
1628,male,university,middle class,0.578371217,1,before 2015,0,0,10238,13000,sedan,0,0,17,6,1
1629,female,high school,poverty,0.496499646,1,before 2015,0,1,32765,11000,sedan,1,1,31,13,1
1630,male,high school,poverty,0.364587777,0,before 2015,1,0,10238,12000,sedan,0,0,20,4,1
1631,female,none,poverty,0.298544141,1,after 2015,0,1,32765,12000,sedan,0,0,17,6,1
1632,female,high school,poverty,0.377942549,0,before 2015,0,1,32765,12000,sedan,0,1,32,13,1
1633,female,none,poverty,0.32443941,1,before 2015,0,0,10238,15000,sedan,0,0,20,5,1
1634,female,high school,upper class,,1,before 2015,1,1,10238,13000,sedan,0,1,60,23,0
1635,male,none,poverty,0.198668849,1,before 2015,0,0,10238,18000,sedan,0,0,34,18,0
1636,male,university,upper class,0.647251409,1,after 2015,1,1,92101,,sedan,2,0,44,24,0
1637,female,university,working class,0.568235328,0,after 2015,0,0,32765,14000,sedan,0,0,23,0,1
1638,male,none,working class,0.582285179,1,before 2015,0,0,10238,12000,sedan,0,4,36,15,0
1639,female,high school,middle class,0.595112613,0,after 2015,1,1,92101,14000,sedan,1,0,44,29,1
1640,female,high school,poverty,0.487319748,1,before 2015,0,1,10238,16000,sedan,0,0,18,3,1
1641,male,high school,middle class,0.39342922,1,after 2015,1,0,10238,12000,sedan,0,1,28,19,0
1642,female,university,middle class,,0,before 2015,1,1,10238,8000,sedan,1,4,64,14,0
1643,female,high school,upper class,0.746655862,1,after 2015,0,0,10238,,sedan,0,0,72,8,0
1644,female,high school,middle class,0.579788513,1,before 2015,1,1,10238,8000,sedan,0,0,28,2,1
1645,male,high school,upper class,0.512762385,1,after 2015,1,1,10238,7000,sports car,3,6,38,15,0
1646,male,university,upper class,0.539155169,1,before 2015,1,0,32765,8000,sedan,5,1,59,22,0
1647,male,university,upper class,0.52826372,1,after 2015,0,1,32765,10000,sedan,3,0,58,17,0
1648,male,high school,upper class,0.750461284,1,after 2015,1,0,32765,,sedan,3,1,52,12,0
1649,female,high school,upper class,0.55647606,0,before 2015,0,1,10238,13000,sedan,1,2,41,28,0
1650,male,none,poverty,0.421929081,0,before 2015,0,0,10238,14000,sedan,0,0,20,6,1
1651,female,university,upper class,0.679379838,1,before 2015,1,1,10238,11000,sedan,0,0,30,0,0
1652,male,high school,upper class,0.54303843,1,after 2015,1,1,10238,,sports car,6,4,46,29,0
1653,male,university,middle class,0.478853842,0,before 2015,1,0,10238,16000,sedan,0,0,24,8,1
1654,male,high school,working class,0.432879299,1,before 2015,0,1,10238,14000,sedan,0,0,34,18,0
1655,male,high school,middle class,0.57016587,1,before 2015,0,0,10238,18000,sedan,1,4,47,27,0
1656,male,high school,middle class,,1,before 2015,0,0,32765,9000,sedan,2,0,27,13,0
1657,female,university,working class,,0,before 2015,0,1,32765,19000,sedan,2,1,50,21,1
1658,female,none,poverty,0.382542364,0,before 2015,1,1,10238,12000,sedan,0,0,17,5,0
1659,male,high school,middle class,0.533051124,1,before 2015,0,1,10238,12000,sedan,2,6,73,40,0
1660,male,university,upper class,0.717526946,0,after 2015,0,0,10238,15000,sports car,0,0,65,9,1
1661,female,university,upper class,0.496593061,1,after 2015,1,1,10238,10000,sedan,2,3,73,40,0
1662,female,university,middle class,0.450489139,1,before 2015,1,1,10238,12000,sedan,0,0,57,9,0
1663,female,high school,upper class,0.609543199,1,before 2015,1,1,10238,10000,sedan,0,0,65,4,1
1664,male,university,upper class,0.500005903,1,after 2015,0,1,10238,,sedan,3,1,62,26,0
